Open,High,Low,Close
1187.74,1187.74,1176.82,1177.73
1181.43,1190.69,1179.89,1189.35
1187.02,1190.58,1182.75,1183.15
1189.4,1191.86,1177.21,1186.65
1191.17,1199.0,1191.17,1197.81
1197.55,1215.54,1196.21,1215.44
1218.6,1221.59,1215.37,1218.61
1223.09,1224.55,1215.51,1216.38
1225.41,1233.85,1224.05,1231.8
1230.61,1232.01,1220.25,1220.64
1218.93,1219.45,1208.2,1211.14
1207.41,1212.3,1204.98,1206.76
1203.35,1208.03,1201.11,1203.91
1208.6,1211.96,1203.39,1210.07
1206.88,1214.8,1206.78,1212.62
1211.79,1217.93,1211.05,1217.46
1225.62,1235.83,1224.83,1235.39
1234.73,1239.41,1232.36,1237.26
1235.34,1236.82,1225.83,1229.08
1226.09,1227.33,1211.79,1212.88
1215.58,1221.05,1211.65,1211.85
1204.09,1206.22,1185.99,1186.09
1194.08,1194.08,1184.77,1185.75
1181.23,1189.93,1178.86,1187.56
1181.0,1185.8,1173.09,1174.28
1176.91,1178.43,1159.51,1166.23
1163.52,1178.46,1162.78,1175.52
1183.93,1183.93,1172.02,1173.63
1170.35,1171.94,1148.75,1152.18
1145.66,1148.32,1137.12,1141.84
1141.88,1144.55,1130.23,1141.48
1141.42,1150.44,1140.38,1148.49
1144.48,1156.37,1133.92,1153.02
1168.12,1174.36,1162.54,1170.21
1175.38,1181.44,1172.72,1181.24
1182.69,1182.96,1166.98,1172.6
1182.34,1183.28,1167.61,1169.12
1172.18,1181.41,1167.52,1179.7
1176.38,1188.84,1176.23,1183.37
1179.5,1182.52,1168.32,1170.29
1167.88,1173.33,1161.02,1161.29
1158.5,1160.45,1147.97,1148.32
1146.47,1154.29,1139.81,1147.22
1149.27,1151.12,1138.48,1141.58
1137.28,1147.96,1136.52,1140.45
1137.85,1141.07,1129.88,1134.31
1136.9,1137.2,1121.71,1123.96
1134.4,1139.88,1125.23,1131.89
1135.62,1135.99,1128.7,1132.48
1136.27,1145.93,1134.13,1144.65
1159.06,1182.2,1159.06,1180.17
1186.51,1194.61,1182.58,1190.47
1195.43,1197.12,1183.88,1186.58
1182.11,1182.36,1174.09,1178.1
1179.3,1182.5,1172.41,1175.27
1181.71,1192.41,1179.98,1181.72
1181.2,1184.3,1174.44,1183.8
1182.98,1192.24,1180.94,1189.48
1200.53,1209.06,1200.33,1206.24
1209.29,1213.04,1206.81,1207.7
1206.34,1210.73,1203.8,1209.3
1214.55,1219.39,1212.72,1217.58
1217.76,1222.04,1214.92,1220.18
1219.41,1222.7,1211.95,1212.55
1212.09,1215.67,1207.46,1212.68
1213.7,1217.27,1211.81,1213.67
1210.22,1214.74,1208.78,1210.72
1210.02,1211.13,1206.17,1206.57
1203.8,1208.08,1196.87,1206.87
1208.94,1214.56,1206.42,1212.56
1217.96,1219.89,1211.42,1219.7
1215.57,1231.73,1213.63,1230.87
1224.15,1233.46,1223.8,1229.77
1228.84,1233.9,1227.69,1230.43
1236.1,1237.35,1222.92,1223.26
1225.95,1226.19,1219.27,1222.32
1223.18,1228.29,1221.59,1225.54
1221.93,1227.68,1218.78,1227.28
1225.68,1226.97,1218.67,1223.56
1223.73,1245.46,1215.78,1244.87
1252.72,1256.07,1249.17,1253.14
1252.24,1253.34,1236.5,1238.4
1246.83,1249.04,1242.29,1243.87
1250.57,1257.98,1248.44,1256.21
1259.87,1260.21,1241.99,1242.5
1250.55,1255.72,1248.33,1252.36
1256.16,1262.2,1256.16,1257.64
1267.63,1271.39,1263.55,1267.02
1264.79,1267.63,1260.66,1262.84
1262.09,1265.09,1258.52,1264.18
1259.35,1263.64,1257.27,1260.48
1254.61,1263.28,1251.7,1257.81
1257.99,1267.47,1255.88,1260.8
1259.09,1271.05,1259.09,1265.62
1262.1,1274.05,1262.1,1273.48
1268.4,1269.59,1261.09,1266.87
1267.65,1271.72,1267.27,1268.06
1268.63,1270.22,1253.94,1262.35
1272.38,1275.59,1263.6,1264.95
1262.24,1270.27,1260.6,1269.25
1261.89,1267.15,1255.88,1263.08
1251.26,1252.4,1242.55,1249.05
